date,product_line,promo_active,observed,source_note
2026-01-20,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-20,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-21,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-21,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-21,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-22,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-22,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-22,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-23,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-23,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-23,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-23,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-24,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-24,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-25,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-25,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-25,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-26,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-26,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-26,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-27,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-27,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-28,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-28,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-28,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-29,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-29,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-29,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-30,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-30,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-30,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-31,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-31,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-31,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-01-31,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-01,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-01,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-02,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-02,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-02,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-03,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-03,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-04,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-04,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-04,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-04,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-05,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-05,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-05,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-06,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-06,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-06,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-06,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-07,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-07,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-09,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-09,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-10,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-10,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-10,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-11,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-11,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-11,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-12,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-12,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-12,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-13,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-13,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-13,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-14,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-14,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-15,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-15,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-15,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-16,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-17,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-17,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-18,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-18,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-18,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-19,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-20,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-20,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-21,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-21,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-21,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-21,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-22,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-22,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-22,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-23,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-24,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-24,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-24,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-25,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-25,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-26,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-26,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-26,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-27,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-28,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-02-28,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-01,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-01,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-01,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-02,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-02,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-02,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-03,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-03,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-04,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-04,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-04,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-05,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-05,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-06,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-07,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-07,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-08,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-09,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-09,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-10,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-10,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-10,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-11,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-11,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-11,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-12,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-12,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-13,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-13,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-13,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-14,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-14,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-14,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-15,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-15,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-16,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-16,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-16,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-16,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-17,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-18,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-18,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-18,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-18,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-19,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-20,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-20,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-21,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-21,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-21,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-22,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-22,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-22,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-23,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-23,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-23,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-23,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-24,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-24,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-24,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-24,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-25,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-25,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-25,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-26,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-26,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-26,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-26,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-27,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-27,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-27,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-28,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-28,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-28,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-28,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-29,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-29,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-29,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-29,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-30,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-30,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-30,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-31,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-03-31,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-01,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-01,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-01,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-02,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-03,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-03,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-03,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-03,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-04,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-04,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-04,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-04,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-05,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-05,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-06,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-06,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-06,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-06,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-08,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-08,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-08,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-08,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-09,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-09,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-09,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-10,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-10,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-10,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-11,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-11,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-12,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-12,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-12,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-13,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-13,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-13,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-14,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-14,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-14,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-15,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-16,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-16,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-16,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-17,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-17,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-17,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-18,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-18,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-19,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-19,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-20,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-20,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-20,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-20,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-21,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-21,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-21,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-22,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-23,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-23,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-23,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-23,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-24,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-24,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-25,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-25,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-25,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-26,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-26,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-26,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-26,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-27,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-28,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-28,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-29,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-29,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-29,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-30,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-04-30,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-01,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-01,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-01,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-02,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-02,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-02,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-03,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-04,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-04,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-04,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-05,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-05,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-06,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-06,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-06,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-06,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-07,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-08,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-08,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-09,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-10,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-10,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-11,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-12,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-12,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-12,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-13,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-13,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-13,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-14,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-14,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-14,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-15,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-15,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-15,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-16,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-16,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-17,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-17,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-17,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-18,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-19,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-19,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-19,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-20,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-21,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-21,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-22,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-22,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-23,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-23,Electronics,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-23,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-24,Apparel,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-24,Home,0,1,"MarketWatch scrape, unverified, no discount depth"
2026-05-24,SmartHome,0,1,"MarketWatch scrape, unverified, no discount depth"
