source_row_id,date,region,product_line,refunds,refund_liability_inr,ingested_at
ERP-R-000036,2026-01-03,West,Home,23187.3,26433.52,2026-01-04T02:00:00+05:30
ERP-R-000037,2026-01-04,North,Apparel,45481.97,51849.45,2026-01-05T02:00:00+05:30
ERP-R-000038,2026-01-04,North,Electronics,92966.32,105981.6,2026-01-05T02:00:00+05:30
ERP-R-000039,2026-01-04,North,Home,32734.09,37316.86,2026-01-05T02:00:00+05:30
ERP-R-000040,2026-01-04,South,Apparel,36505.45,41616.21,2026-01-05T02:00:00+05:30
ERP-R-000041,2026-01-04,South,Electronics,75443.34,86005.41,2026-01-05T02:00:00+05:30
ERP-R-000042,2026-01-04,South,Home,27179.13,30984.21,2026-01-05T02:00:00+05:30
ERP-R-000043,2026-01-04,East,Apparel,27382.74,31216.32,2026-01-05T02:00:00+05:30
ERP-R-000044,2026-01-04,East,Electronics,52602.56,59966.92,2026-01-05T02:00:00+05:30
ERP-R-000045,2026-01-04,East,Home,18910.66,21558.15,2026-01-05T02:00:00+05:30
ERP-R-000046,2026-01-04,West,Apparel,35645.65,40636.05,2026-01-05T02:00:00+05:30
ERP-R-000047,2026-01-04,West,Electronics,74188.94,84575.39,2026-01-05T02:00:00+05:30
ERP-R-000048,2026-01-04,West,Home,24994.45,28493.67,2026-01-05T02:00:00+05:30
ERP-R-000049,2026-01-05,North,Apparel,40312.79,45956.58,2026-01-06T02:00:00+05:30
ERP-R-000050,2026-01-05,North,Electronics,71593.16,81616.2,2026-01-06T02:00:00+05:30
ERP-R-000051,2026-01-05,North,Home,26597.93,30321.64,2026-01-06T02:00:00+05:30
ERP-R-000052,2026-01-05,South,Apparel,33467.17,38152.57,2026-01-06T02:00:00+05:30
ERP-R-000053,2026-01-05,South,Electronics,63763.12,72689.96,2026-01-06T02:00:00+05:30
ERP-R-000054,2026-01-05,South,Home,22256.24,25372.11,2026-01-06T02:00:00+05:30
ERP-R-000055,2026-01-05,East,Apparel,21543.72,24559.84,2026-01-06T02:00:00+05:30
ERP-R-000056,2026-01-05,East,Electronics,39206.24,44695.12,2026-01-06T02:00:00+05:30
ERP-R-000057,2026-01-05,East,Home,16165.34,18428.49,2026-01-06T02:00:00+05:30
ERP-R-000058,2026-01-05,West,Apparel,28805.76,32838.56,2026-01-06T02:00:00+05:30
ERP-R-000059,2026-01-05,West,Electronics,60008.04,68409.16,2026-01-06T02:00:00+05:30
ERP-R-000060,2026-01-05,West,Home,21182.65,24148.22,2026-01-06T02:00:00+05:30
ERP-R-000061,2026-01-06,North,Apparel,41989.86,47868.44,2026-01-07T02:00:00+05:30
ERP-R-000062,2026-01-06,North,Electronics,74961.67,85456.3,2026-01-07T02:00:00+05:30
ERP-R-000063,2026-01-06,North,Home,24521.88,27954.95,2026-01-07T02:00:00+05:30
ERP-R-000064,2026-01-06,South,Apparel,33193.77,37840.9,2026-01-07T02:00:00+05:30
ERP-R-000065,2026-01-06,South,Electronics,67003.93,76384.49,2026-01-07T02:00:00+05:30
ERP-R-000066,2026-01-06,South,Home,24142.23,27522.14,2026-01-07T02:00:00+05:30
ERP-R-000067,2026-01-06,East,Apparel,21698.64,24736.45,2026-01-07T02:00:00+05:30
ERP-R-000068,2026-01-06,East,Electronics,43215.59,49265.78,2026-01-07T02:00:00+05:30
ERP-R-000069,2026-01-06,East,Home,15392.41,17547.34,2026-01-07T02:00:00+05:30
ERP-R-000070,2026-01-06,West,Apparel,30119.13,34335.8,2026-01-07T02:00:00+05:30
ERP-R-000071,2026-01-06,West,Electronics,61761.02,70407.57,2026-01-07T02:00:00+05:30
ERP-R-000072,2026-01-06,West,Home,20935.91,23866.93,2026-01-07T02:00:00+05:30
ERP-R-000073,2026-01-07,North,Apparel,41750.17,47595.19,2026-01-08T02:00:00+05:30
ERP-R-000074,2026-01-07,North,Electronics,81353.53,92743.03,2026-01-08T02:00:00+05:30
ERP-R-000075,2026-01-07,North,Home,27048.35,30835.12,2026-01-08T02:00:00+05:30
ERP-R-000076,2026-01-07,South,Apparel,31820.54,36275.41,2026-01-08T02:00:00+05:30
ERP-R-000077,2026-01-07,South,Electronics,62047.34,70733.97,2026-01-08T02:00:00+05:30
ERP-R-000078,2026-01-07,South,Home,23575.03,26875.54,2026-01-08T02:00:00+05:30
ERP-R-000079,2026-01-07,East,Apparel,22856.65,26056.58,2026-01-08T02:00:00+05:30
ERP-R-000080,2026-01-07,East,Electronics,42909.25,48916.55,2026-01-08T02:00:00+05:30
ERP-R-000081,2026-01-07,East,Home,15979.44,18216.57,2026-01-08T02:00:00+05:30
ERP-R-000082,2026-01-07,West,Apparel,29605.03,33749.73,2026-01-08T02:00:00+05:30
ERP-R-000083,2026-01-07,West,Electronics,62690.99,71467.72,2026-01-08T02:00:00+05:30
ERP-R-000084,2026-01-07,West,Home,20882.24,23805.75,2026-01-08T02:00:00+05:30
ERP-R-000085,2026-01-08,North,Apparel,38095.29,43428.63,2026-01-09T02:00:00+05:30
ERP-R-000086,2026-01-08,North,Electronics,73889.71,84234.27,2026-01-09T02:00:00+05:30
ERP-R-000087,2026-01-08,North,Home,25686.83,29282.99,2026-01-09T02:00:00+05:30
ERP-R-000088,2026-01-08,South,Apparel,35341.35,40289.13,2026-01-09T02:00:00+05:30
ERP-R-000089,2026-01-08,South,Electronics,64048.55,73015.34,2026-01-09T02:00:00+05:30
ERP-R-000090,2026-01-08,South,Home,23223.37,26474.65,2026-01-09T02:00:00+05:30
ERP-R-000091,2026-01-08,East,Apparel,22533.26,25687.92,2026-01-09T02:00:00+05:30
ERP-R-000092,2026-01-08,East,Electronics,47582.24,54243.75,2026-01-09T02:00:00+05:30
ERP-R-000093,2026-01-08,East,Home,15929.82,18159.99,2026-01-09T02:00:00+05:30
ERP-R-000094,2026-01-08,West,Apparel,31045.21,35391.54,2026-01-09T02:00:00+05:30
ERP-R-000095,2026-01-08,West,Electronics,58258.94,66415.19,2026-01-09T02:00:00+05:30
ERP-R-000096,2026-01-08,West,Home,20941.14,23872.9,2026-01-09T02:00:00+05:30
ERP-R-000097,2026-01-09,North,Apparel,40996.09,46735.54,2026-01-10T02:00:00+05:30
ERP-R-000098,2026-01-09,North,Electronics,79618.32,90764.89,2026-01-10T02:00:00+05:30
ERP-R-000099,2026-01-09,North,Home,27722.46,31603.61,2026-01-10T02:00:00+05:30
ERP-R-000100,2026-01-09,South,Apparel,31797.39,36249.03,2026-01-10T02:00:00+05:30
ERP-R-000101,2026-01-09,South,Electronics,60690.42,69187.08,2026-01-10T02:00:00+05:30
ERP-R-000102,2026-01-09,South,Home,23552.57,26849.93,2026-01-10T02:00:00+05:30
ERP-R-000103,2026-01-09,East,Apparel,22449.77,25592.74,2026-01-10T02:00:00+05:30
ERP-R-000104,2026-01-09,East,Electronics,42708.01,48687.14,2026-01-10T02:00:00+05:30
ERP-R-000105,2026-01-09,East,Home,15764.4,17971.42,2026-01-10T02:00:00+05:30
ERP-R-000106,2026-01-09,West,Apparel,28762.14,32788.83,2026-01-10T02:00:00+05:30
ERP-R-000107,2026-01-09,West,Electronics,59699.5,68057.43,2026-01-10T02:00:00+05:30
ERP-R-000108,2026-01-09,West,Home,19957.84,22751.94,2026-01-10T02:00:00+05:30
ERP-R-000109,2026-01-10,North,Apparel,44289.21,50489.7,2026-01-11T02:00:00+05:30
ERP-R-000110,2026-01-10,North,Electronics,93031.3,106055.68,2026-01-11T02:00:00+05:30
ERP-R-000111,2026-01-10,North,Home,32250.41,36765.47,2026-01-11T02:00:00+05:30
ERP-R-000112,2026-01-10,South,Apparel,38079.28,43410.38,2026-01-11T02:00:00+05:30
ERP-R-000113,2026-01-10,South,Electronics,76418.46,87117.04,2026-01-11T02:00:00+05:30
ERP-R-000114,2026-01-10,South,Home,27844.44,31742.66,2026-01-11T02:00:00+05:30
ERP-R-000115,2026-01-10,East,Apparel,27819.52,31714.25,2026-01-11T02:00:00+05:30
ERP-R-000116,2026-01-10,East,Electronics,52245.65,59560.05,2026-01-11T02:00:00+05:30
ERP-R-000117,2026-01-10,East,Home,20141.56,22961.38,2026-01-11T02:00:00+05:30
ERP-R-000118,2026-01-10,West,Apparel,34092.5,38865.45,2026-01-11T02:00:00+05:30
ERP-R-000119,2026-01-10,West,Electronics,71325.74,81311.34,2026-01-11T02:00:00+05:30
ERP-R-000120,2026-01-10,West,Home,23865.73,27206.93,2026-01-11T02:00:00+05:30
ERP-R-000121,2026-01-11,North,Apparel,47654.37,54325.98,2026-01-12T02:00:00+05:30
ERP-R-000122,2026-01-11,North,Electronics,91141.88,103901.75,2026-01-12T02:00:00+05:30
ERP-R-000123,2026-01-11,North,Home,32256.92,36772.88,2026-01-12T02:00:00+05:30
ERP-R-000124,2026-01-11,South,Apparel,40533.4,46208.08,2026-01-12T02:00:00+05:30
ERP-R-000125,2026-01-11,South,Electronics,78872.12,89914.21,2026-01-12T02:00:00+05:30
ERP-R-000126,2026-01-11,South,Home,29381.11,33494.46,2026-01-12T02:00:00+05:30
ERP-R-000127,2026-01-11,East,Apparel,27924.71,31834.17,2026-01-12T02:00:00+05:30
ERP-R-000128,2026-01-11,East,Electronics,50916.62,58044.95,2026-01-12T02:00:00+05:30
ERP-R-000129,2026-01-11,East,Home,18811.24,21444.82,2026-01-12T02:00:00+05:30
ERP-R-000130,2026-01-11,West,Apparel,36699.6,41837.55,2026-01-12T02:00:00+05:30
ERP-R-000131,2026-01-11,West,Electronics,73156.07,83397.92,2026-01-12T02:00:00+05:30
ERP-R-000132,2026-01-11,West,Home,23235.61,26488.59,2026-01-12T02:00:00+05:30
ERP-R-000133,2026-01-12,North,Apparel,39285.48,44785.44,2026-01-13T02:00:00+05:30
ERP-R-000134,2026-01-12,North,Electronics,79776.04,90944.69,2026-01-13T02:00:00+05:30
ERP-R-000135,2026-01-12,North,Home,25204.38,28732.99,2026-01-13T02:00:00+05:30
ERP-R-000136,2026-01-12,South,Apparel,32247.18,36761.78,2026-01-13T02:00:00+05:30
ERP-R-000137,2026-01-12,South,Electronics,64017.61,72980.07,2026-01-13T02:00:00+05:30
ERP-R-000138,2026-01-12,South,Home,24364.27,27775.27,2026-01-13T02:00:00+05:30
ERP-R-000139,2026-01-12,East,Apparel,23177.47,26422.31,2026-01-13T02:00:00+05:30
ERP-R-000140,2026-01-12,East,Electronics,43591.68,49694.51,2026-01-13T02:00:00+05:30
ERP-R-000141,2026-01-12,East,Home,15883.44,18107.13,2026-01-13T02:00:00+05:30
ERP-R-000142,2026-01-12,West,Apparel,29451.96,33575.23,2026-01-13T02:00:00+05:30
ERP-R-000143,2026-01-12,West,Electronics,62592.81,71355.81,2026-01-13T02:00:00+05:30
ERP-R-000144,2026-01-12,West,Home,20811.27,23724.85,2026-01-13T02:00:00+05:30
ERP-R-000145,2026-01-13,North,Apparel,42098.78,47992.61,2026-01-14T02:00:00+05:30
ERP-R-000146,2026-01-13,North,Electronics,77616.67,88483.0,2026-01-14T02:00:00+05:30
ERP-R-000147,2026-01-13,North,Home,25930.88,29561.2,2026-01-14T02:00:00+05:30
ERP-R-000148,2026-01-13,South,Apparel,32449.81,36992.78,2026-01-14T02:00:00+05:30
ERP-R-000149,2026-01-13,South,Electronics,60402.44,68858.79,2026-01-14T02:00:00+05:30
ERP-R-000150,2026-01-13,South,Home,21830.23,24886.46,2026-01-14T02:00:00+05:30
ERP-R-000151,2026-01-13,East,Apparel,21442.02,24443.91,2026-01-14T02:00:00+05:30
ERP-R-000152,2026-01-13,East,Electronics,45559.97,51938.37,2026-01-14T02:00:00+05:30
ERP-R-000153,2026-01-13,East,Home,15794.76,18006.02,2026-01-14T02:00:00+05:30
ERP-R-000154,2026-01-13,West,Apparel,28984.9,33042.78,2026-01-14T02:00:00+05:30
ERP-R-000155,2026-01-13,West,Electronics,58946.5,67199.01,2026-01-14T02:00:00+05:30
ERP-R-000156,2026-01-13,West,Home,20637.79,23527.08,2026-01-14T02:00:00+05:30
ERP-R-000157,2026-01-14,North,Apparel,38293.62,43654.72,2026-01-15T02:00:00+05:30
ERP-R-000158,2026-01-14,North,Electronics,77737.3,88620.52,2026-01-15T02:00:00+05:30
ERP-R-000159,2026-01-14,North,Home,25855.1,29474.81,2026-01-15T02:00:00+05:30
ERP-R-000160,2026-01-14,South,Apparel,33458.59,38142.79,2026-01-15T02:00:00+05:30
ERP-R-000161,2026-01-14,South,Electronics,61042.44,69588.38,2026-01-15T02:00:00+05:30
ERP-R-000162,2026-01-14,South,Home,24292.67,27693.64,2026-01-15T02:00:00+05:30
ERP-R-000163,2026-01-14,East,Apparel,23709.42,27028.74,2026-01-15T02:00:00+05:30
ERP-R-000164,2026-01-14,East,Electronics,44297.08,50498.67,2026-01-15T02:00:00+05:30
ERP-R-000165,2026-01-14,East,Home,16314.37,18598.38,2026-01-15T02:00:00+05:30
ERP-R-000166,2026-01-14,West,Apparel,30879.3,35202.4,2026-01-15T02:00:00+05:30
ERP-R-000167,2026-01-14,West,Electronics,59353.82,67663.36,2026-01-15T02:00:00+05:30
ERP-R-000168,2026-01-14,West,Home,19550.21,22287.24,2026-01-15T02:00:00+05:30
ERP-R-000169,2026-01-15,North,Apparel,38750.22,44175.25,2026-01-16T02:00:00+05:30
ERP-R-000170,2026-01-15,North,Electronics,77891.55,88796.37,2026-01-16T02:00:00+05:30
ERP-R-000171,2026-01-15,North,Home,26738.3,30481.66,2026-01-16T02:00:00+05:30
ERP-R-000172,2026-01-15,South,Apparel,33883.28,38626.94,2026-01-16T02:00:00+05:30
ERP-R-000173,2026-01-15,South,Electronics,61237.5,69810.76,2026-01-16T02:00:00+05:30
ERP-R-000174,2026-01-15,South,Home,24221.42,27612.41,2026-01-16T02:00:00+05:30
ERP-R-000175,2026-01-15,East,Apparel,23795.81,27127.22,2026-01-16T02:00:00+05:30
ERP-R-000176,2026-01-15,East,Electronics,43944.06,50096.23,2026-01-16T02:00:00+05:30
ERP-R-000177,2026-01-15,East,Home,16441.89,18743.75,2026-01-16T02:00:00+05:30
ERP-R-000178,2026-01-15,West,Apparel,28357.16,32327.16,2026-01-16T02:00:00+05:30
ERP-R-000179,2026-01-15,West,Electronics,60484.63,68952.48,2026-01-16T02:00:00+05:30
ERP-R-000180,2026-01-15,West,Home,22343.79,25471.92,2026-01-16T02:00:00+05:30
ERP-R-000181,2026-01-16,North,Apparel,38522.01,43915.1,2026-01-17T02:00:00+05:30
ERP-R-000182,2026-01-16,North,Electronics,81093.6,92446.71,2026-01-17T02:00:00+05:30
ERP-R-000183,2026-01-16,North,Home,25369.04,28920.71,2026-01-17T02:00:00+05:30
ERP-R-000184,2026-01-16,South,Apparel,34550.59,39387.68,2026-01-17T02:00:00+05:30
ERP-R-000185,2026-01-16,South,Electronics,62998.06,71817.79,2026-01-17T02:00:00+05:30
ERP-R-000186,2026-01-16,South,Home,21339.7,24327.26,2026-01-17T02:00:00+05:30
ERP-R-000187,2026-01-16,East,Apparel,22697.55,25875.2,2026-01-17T02:00:00+05:30
ERP-R-000188,2026-01-16,East,Electronics,41648.91,47479.76,2026-01-17T02:00:00+05:30
ERP-R-000189,2026-01-16,East,Home,16091.19,18343.96,2026-01-17T02:00:00+05:30
ERP-R-000190,2026-01-16,West,Apparel,30696.64,34994.17,2026-01-17T02:00:00+05:30
ERP-R-000191,2026-01-16,West,Electronics,60659.34,69151.65,2026-01-17T02:00:00+05:30
ERP-R-000192,2026-01-16,West,Home,21207.69,24176.77,2026-01-17T02:00:00+05:30
ERP-R-000193,2026-01-17,North,Apparel,47228.84,53840.88,2026-01-18T02:00:00+05:30
ERP-R-000194,2026-01-17,North,Electronics,93834.68,106971.54,2026-01-18T02:00:00+05:30
ERP-R-000195,2026-01-17,North,Home,32967.24,37582.65,2026-01-18T02:00:00+05:30
ERP-R-000196,2026-01-17,South,Apparel,39059.79,44528.16,2026-01-18T02:00:00+05:30
ERP-R-000197,2026-01-17,South,Electronics,81795.21,93246.54,2026-01-18T02:00:00+05:30
ERP-R-000198,2026-01-17,South,Home,27638.79,31508.22,2026-01-18T02:00:00+05:30
ERP-R-000199,2026-01-17,East,Apparel,29239.72,33333.28,2026-01-18T02:00:00+05:30
ERP-R-000200,2026-01-17,East,Electronics,54444.12,62066.3,2026-01-18T02:00:00+05:30
ERP-R-000201,2026-01-17,East,Home,19317.72,22022.2,2026-01-18T02:00:00+05:30
ERP-R-000202,2026-01-17,West,Apparel,35043.54,39949.64,2026-01-18T02:00:00+05:30
ERP-R-000203,2026-01-17,West,Electronics,74204.34,84592.95,2026-01-18T02:00:00+05:30
ERP-R-000204,2026-01-17,West,Home,24953.35,28446.82,2026-01-18T02:00:00+05:30
ERP-R-000205,2026-01-18,North,Apparel,46468.81,52974.44,2026-01-19T02:00:00+05:30
ERP-R-000206,2026-01-18,North,Electronics,92250.95,105166.09,2026-01-19T02:00:00+05:30
ERP-R-000207,2026-01-18,North,Home,32852.48,37451.82,2026-01-19T02:00:00+05:30
ERP-R-000208,2026-01-18,South,Apparel,38808.24,44241.4,2026-01-19T02:00:00+05:30
ERP-R-000209,2026-01-18,South,Electronics,75288.52,85828.91,2026-01-19T02:00:00+05:30
ERP-R-000210,2026-01-18,South,Home,28473.05,32459.28,2026-01-19T02:00:00+05:30
ERP-R-000211,2026-01-18,East,Apparel,26283.4,29963.08,2026-01-19T02:00:00+05:30
ERP-R-000212,2026-01-18,East,Electronics,50887.6,58011.86,2026-01-19T02:00:00+05:30
ERP-R-000213,2026-01-18,East,Home,18304.43,20867.05,2026-01-19T02:00:00+05:30
ERP-R-000214,2026-01-18,West,Apparel,35409.38,40366.69,2026-01-19T02:00:00+05:30
ERP-R-000215,2026-01-18,West,Electronics,75878.06,86500.98,2026-01-19T02:00:00+05:30
ERP-R-000216,2026-01-18,West,Home,25309.74,28853.11,2026-01-19T02:00:00+05:30
ERP-R-000217,2026-01-19,North,Apparel,40292.66,45933.63,2026-01-20T02:00:00+05:30
ERP-R-000218,2026-01-19,North,Electronics,77814.0,88707.97,2026-01-20T02:00:00+05:30
ERP-R-000219,2026-01-19,North,Home,26492.08,30200.97,2026-01-20T02:00:00+05:30
ERP-R-000220,2026-01-19,South,Apparel,36016.66,41058.99,2026-01-20T02:00:00+05:30
ERP-R-000221,2026-01-19,South,Electronics,63740.02,72663.62,2026-01-20T02:00:00+05:30
ERP-R-000222,2026-01-19,South,Home,24007.6,27368.66,2026-01-20T02:00:00+05:30
ERP-R-000223,2026-01-19,East,Apparel,23253.97,26509.53,2026-01-20T02:00:00+05:30
ERP-R-000224,2026-01-19,East,Electronics,44832.81,51109.4,2026-01-20T02:00:00+05:30
ERP-R-000225,2026-01-19,East,Home,15519.99,17692.79,2026-01-20T02:00:00+05:30
ERP-R-000226,2026-01-19,West,Apparel,29143.83,33223.97,2026-01-20T02:00:00+05:30
ERP-R-000227,2026-01-19,West,Electronics,62275.19,70993.72,2026-01-20T02:00:00+05:30
ERP-R-000228,2026-01-19,West,Home,20677.56,23572.42,2026-01-20T02:00:00+05:30
ERP-R-000229,2026-01-20,North,Apparel,46186.05,52652.1,2026-01-21T02:00:00+05:30
ERP-R-000230,2026-01-20,North,Electronics,90110.72,102726.22,2026-01-21T02:00:00+05:30
ERP-R-000231,2026-01-20,North,Home,32258.02,36774.14,2026-01-21T02:00:00+05:30
ERP-R-000232,2026-01-20,South,Apparel,38303.65,43666.16,2026-01-21T02:00:00+05:30
ERP-R-000233,2026-01-20,South,Electronics,76892.78,87657.77,2026-01-21T02:00:00+05:30
ERP-R-000234,2026-01-20,South,Home,28758.59,32784.8,2026-01-21T02:00:00+05:30
ERP-R-000235,2026-01-20,East,Apparel,28655.9,32667.73,2026-01-21T02:00:00+05:30
ERP-R-000236,2026-01-20,East,Electronics,52401.12,59737.27,2026-01-21T02:00:00+05:30
ERP-R-000237,2026-01-20,East,Home,19010.51,21671.99,2026-01-21T02:00:00+05:30
ERP-R-000238,2026-01-20,West,Apparel,35692.07,40688.96,2026-01-21T02:00:00+05:30
ERP-R-000239,2026-01-20,West,Electronics,73673.24,83987.49,2026-01-21T02:00:00+05:30
ERP-R-000240,2026-01-20,West,Home,23950.24,27303.28,2026-01-21T02:00:00+05:30
ERP-R-000241,2026-01-21,North,Apparel,48945.42,55797.78,2026-01-22T02:00:00+05:30
ERP-R-000242,2026-01-21,North,Electronics,92545.19,105501.52,2026-01-22T02:00:00+05:30
ERP-R-000243,2026-01-21,North,Home,29259.7,33356.06,2026-01-22T02:00:00+05:30
ERP-R-000244,2026-01-21,South,Apparel,39934.98,45525.88,2026-01-22T02:00:00+05:30
ERP-R-000245,2026-01-21,South,Electronics,78533.14,89527.78,2026-01-22T02:00:00+05:30
ERP-R-000246,2026-01-21,South,Home,27223.78,31035.11,2026-01-22T02:00:00+05:30
ERP-R-000247,2026-01-21,East,Apparel,26041.88,29687.75,2026-01-22T02:00:00+05:30
ERP-R-000248,2026-01-21,East,Electronics,49905.01,56891.72,2026-01-22T02:00:00+05:30
ERP-R-000249,2026-01-21,East,Home,19081.47,21752.87,2026-01-22T02:00:00+05:30
ERP-R-000250,2026-01-21,West,Apparel,35934.45,40965.27,2026-01-22T02:00:00+05:30
ERP-R-000251,2026-01-21,West,Electronics,70503.48,80373.97,2026-01-22T02:00:00+05:30
ERP-R-000252,2026-01-21,West,Home,23566.57,26865.88,2026-01-22T02:00:00+05:30
ERP-R-000253,2026-01-22,North,Apparel,47292.01,53912.89,2026-01-23T02:00:00+05:30
ERP-R-000254,2026-01-22,North,Electronics,87060.52,99248.99,2026-01-23T02:00:00+05:30
ERP-R-000255,2026-01-22,North,Home,32614.67,37180.73,2026-01-23T02:00:00+05:30
ERP-R-000256,2026-01-22,South,Apparel,39068.51,44538.1,2026-01-23T02:00:00+05:30
ERP-R-000257,2026-01-22,South,Electronics,77568.2,88427.74,2026-01-23T02:00:00+05:30
ERP-R-000258,2026-01-22,South,Home,29419.03,33537.69,2026-01-23T02:00:00+05:30
ERP-R-000259,2026-01-22,East,Apparel,27949.4,31862.31,2026-01-23T02:00:00+05:30
ERP-R-000260,2026-01-22,East,Electronics,50744.46,57848.68,2026-01-23T02:00:00+05:30
ERP-R-000261,2026-01-22,East,Home,18308.09,20871.22,2026-01-23T02:00:00+05:30
ERP-R-000262,2026-01-22,West,Apparel,36876.58,42039.3,2026-01-23T02:00:00+05:30
ERP-R-000263,2026-01-22,West,Electronics,73653.12,83964.55,2026-01-23T02:00:00+05:30
ERP-R-000264,2026-01-22,West,Home,24037.82,27403.11,2026-01-23T02:00:00+05:30
ERP-R-000265,2026-01-23,North,Apparel,49969.23,56964.92,2026-01-24T02:00:00+05:30
ERP-R-000266,2026-01-23,North,Electronics,97509.02,111160.28,2026-01-24T02:00:00+05:30
ERP-R-000267,2026-01-23,North,Home,30657.54,34949.59,2026-01-24T02:00:00+05:30
ERP-R-000268,2026-01-23,South,Apparel,39807.37,45380.4,2026-01-24T02:00:00+05:30
ERP-R-000269,2026-01-23,South,Electronics,72960.32,83174.76,2026-01-24T02:00:00+05:30
ERP-R-000270,2026-01-23,South,Home,28732.16,32754.66,2026-01-24T02:00:00+05:30
ERP-R-000271,2026-01-23,East,Apparel,26717.85,30458.35,2026-01-24T02:00:00+05:30
ERP-R-000272,2026-01-23,East,Electronics,54924.31,62613.71,2026-01-24T02:00:00+05:30
ERP-R-000273,2026-01-23,East,Home,18794.05,21425.22,2026-01-24T02:00:00+05:30
ERP-R-000274,2026-01-23,West,Apparel,33513.3,38205.16,2026-01-24T02:00:00+05:30
ERP-R-000275,2026-01-23,West,Electronics,72788.43,82978.81,2026-01-24T02:00:00+05:30
ERP-R-000276,2026-01-23,West,Home,25755.08,29360.79,2026-01-24T02:00:00+05:30
ERP-R-000277,2026-01-24,North,Apparel,55166.33,62889.62,2026-01-25T02:00:00+05:30
ERP-R-000278,2026-01-24,North,Electronics,105497.82,120267.52,2026-01-25T02:00:00+05:30
ERP-R-000279,2026-01-24,North,Home,38946.41,44398.9,2026-01-25T02:00:00+05:30
ERP-R-000280,2026-01-24,South,Apparel,44490.51,50719.19,2026-01-25T02:00:00+05:30
ERP-R-000281,2026-01-24,South,Electronics,93864.93,107006.02,2026-01-25T02:00:00+05:30
ERP-R-000282,2026-01-24,South,Home,32531.71,37086.15,2026-01-25T02:00:00+05:30
